ID,sex,age,handedness,condition,leftButton,block,trial,intensity,direction,intF,response,respF,correct,sayhigh,sayhi,rt,TS_MoogStart,TS_Resp,order
1,m,26,right,speeded,low,1,1,0.046,1,low,0,left,1,low,0,1.425,3.905,5.33,1
1,m,26,right,speeded,low,1,2,0.052,0,low,1,right,0,high,1,1.173,8.453,9.626,1
1,m,26,right,speeded,low,1,3,0.065,1,high,1,right,1,high,1,1.016,12.969,13.985,1
1,m,26,right,speeded,low,1,4,0.074,0,high,1,right,1,high,1,1.401,17.501,18.902,1
1,m,26,right,speeded,low,1,5,0.065,1,high,0,left,0,low,0,1.357,22.016,23.373,1
1,m,26,right,speeded,low,1,6,0.055,0,low,0,left,1,low,0,1.771,26.547,28.318,1
1,m,26,right,speeded,low,1,7,0.065,1,high,1,right,1,high,1,1.404,31.062,32.466,1
1,m,26,right,speeded,low,1,8,0.046,0,low,0,left,1,low,0,1.427,35.594,37.021,1
1,m,26,right,speeded,low,1,9,0.071,1,high,0,left,0,low,0,1.626,40.126,41.752,1
1,m,26,right,speeded,low,1,10,0.068,0,high,1,right,1,high,1,1.417,44.658,46.075,1
1,m,26,right,speeded,low,1,11,0.074,1,high,1,right,1,high,1,1.928,49.189,51.117,1
1,m,26,right,speeded,low,1,12,0.068,0,high,1,right,1,high,1,1.409,53.738,55.147,1
1,m,26,right,speeded,low,1,13,0.046,1,low,0,left,1,low,0,1.344,58.204,59.548,1
1,m,26,right,speeded,low,1,14,0.068,0,high,1,right,1,high,1,0.780999999999999,62.768,63.549,1
1,m,26,right,speeded,low,1,15,0.049,1,low,0,left,1,low,0,1.22200000000001,67.317,68.539,1
1,m,26,right,speeded,low,1,16,0.071,0,high,1,right,1,high,1,1.538,71.815,73.353,1
1,m,26,right,speeded,low,1,17,0.074,1,high,1,right,1,high,1,1.16900000000001,76.38,77.549,1
1,m,26,right,speeded,low,1,18,0.074,0,high,1,right,1,high,1,1.65900000000001,80.928,82.587,1
1,m,26,right,speeded,low,1,19,0.055,1,low,0,left,1,low,0,1.95700000000001,85.41,87.367,1
1,m,26,right,speeded,low,1,20,0.055,0,low,0,left,1,low,0,2.101,89.959,92.06,1
1,m,26,right,speeded,low,1,21,0.071,1,high,1,right,1,high,1,2.408,94.64,97.048,1
1,m,26,right,speeded,low,1,22,0.071,0,high,1,right,1,high,1,1.45099999999999,99.67,101.121,1
1,m,26,right,speeded,low,1,23,0.071,1,high,0,left,0,low,0,1.423,104.201,105.624,1
1,m,26,right,speeded,low,1,24,0.046,0,low,0,left,1,low,0,1.336,108.75,110.086,1
1,m,26,right,speeded,low,1,25,0.049,1,low,1,right,0,high,1,0.971000000000004,113.282,114.253,1
1,m,26,right,speeded,low,1,26,0.052,0,low,1,right,0,high,1,1.55800000000001,117.847,119.405,1
1,m,26,right,speeded,low,1,27,0.068,1,high,1,right,1,high,1,1.51100000000001,122.362,123.873,1
1,m,26,right,speeded,low,1,28,0.055,0,low,0,left,1,low,0,1.66300000000001,126.91,128.573,1
1,m,26,right,speeded,low,1,29,0.074,1,high,1,right,1,high,1,1.298,131.409,132.707,1
1,m,26,right,speeded,low,1,30,0.055,0,low,1,right,0,high,1,1.762,135.907,137.669,1
1,m,26,right,speeded,low,1,31,0.068,1,high,1,right,1,high,1,1.48500000000001,140.456,141.941,1
1,m,26,right,speeded,low,1,32,0.052,0,low,0,left,1,low,0,1.32399999999998,144.954,146.278,1
1,m,26,right,speeded,low,1,33,0.074,1,high,1,right,1,high,1,1.25899999999999,149.453,150.712,1
1,m,26,right,speeded,low,1,34,0.068,0,high,1,right,1,high,1,1.25200000000001,153.951,155.203,1
1,m,26,right,speeded,low,1,35,0.049,1,low,0,left,1,low,0,1.32500000000002,158.433,159.758,1
1,m,26,right,speeded,low,1,36,0.046,0,low,0,left,1,low,0,1.45699999999999,162.948,164.405,1
1,m,26,right,speeded,low,1,37,0.049,1,low,0,left,1,low,0,1.88699999999997,167.497,169.384,1
1,m,26,right,speeded,low,1,38,0.049,0,low,0,left,1,low,0,1.905,172.012,173.917,1
1,m,26,right,speeded,low,1,39,0.049,1,low,0,left,1,low,0,1.95400000000001,176.56,178.514,1
1,m,26,right,speeded,low,1,40,0.071,0,high,1,right,1,high,1,1.221,181.076,182.297,1
1,m,26,right,speeded,low,1,41,0.071,1,high,1,right,1,high,1,1.46599999999998,185.591,187.057,1
1,m,26,right,speeded,low,1,42,0.052,0,low,0,left,1,low,0,1.57000000000002,190.123,191.693,1
1,m,26,right,speeded,low,1,43,0.068,1,high,0,left,0,low,0,1.63499999999999,194.654,196.289,1
1,m,26,right,speeded,low,1,44,0.074,0,high,1,right,1,high,1,1.43099999999998,199.186,200.617,1
1,m,26,right,speeded,low,1,45,0.046,1,low,0,left,1,low,0,1.40800000000002,203.718,205.126,1
1,m,26,right,speeded,low,1,46,0.071,0,high,1,right,1,high,1,1.422,208.266,209.688,1
1,m,26,right,speeded,low,1,47,0.046,1,low,0,left,1,low,0,1.49799999999999,212.798,214.296,1
1,m,26,right,speeded,low,1,48,0.074,0,high,1,right,1,high,1,1.51300000000001,217.346,218.859,1
1,m,26,right,speeded,low,1,49,0.068,1,high,1,right,1,high,1,0.789000000000016,221.861,222.65,1
1,m,26,right,speeded,low,1,50,0.046,0,low,0,left,1,low,0,1.44900000000001,226.393,227.842,1
1,m,26,right,speeded,low,1,51,0.055,1,low,1,right,0,high,1,1.08500000000001,230.892,231.977,1
1,m,26,right,speeded,low,1,52,0.046,0,low,0,left,1,low,0,1.386,235.424,236.81,1
1,m,26,right,speeded,low,1,53,0.052,1,low,1,right,0,high,1,1.62199999999999,239.955,241.577,1
1,m,26,right,speeded,low,1,54,0.065,0,high,0,left,0,low,0,1.56399999999999,244.454,246.018,1
1,m,26,right,speeded,low,1,55,0.065,1,high,1,right,1,high,1,2.233,248.952,251.185,1
1,m,26,right,speeded,low,1,56,0.046,0,low,0,left,1,low,0,1.798,253.8,255.598,1
1,m,26,right,speeded,low,1,57,0.055,1,low,0,left,1,low,0,1.75600000000003,258.315,260.071,1
1,m,26,right,speeded,low,1,58,0.074,0,high,1,right,1,high,1,1.53199999999998,262.863,264.395,1
1,m,26,right,speeded,low,1,59,0.068,1,high,1,right,1,high,1,2.065,267.362,269.427,1
1,m,26,right,speeded,low,1,60,0.074,0,high,1,right,1,high,1,1.63499999999999,272.043,273.678,1
1,m,26,right,speeded,low,1,61,0.049,1,low,0,left,1,low,0,1.73399999999998,276.608,278.342,1
1,m,26,right,speeded,low,1,62,0.065,0,high,1,right,1,high,1,1.649,281.14,282.789,1
1,m,26,right,speeded,low,1,63,0.074,1,high,1,right,1,high,1,2.30900000000003,285.688,287.997,1
1,m,26,right,speeded,low,1,64,0.065,0,high,1,right,1,high,1,2.089,290.602,292.691,1
1,m,26,right,speeded,low,1,65,0.049,1,low,0,left,1,low,0,1.83300000000003,295.25,297.083,1
1,m,26,right,speeded,low,1,66,0.052,0,low,0,left,1,low,0,1.47300000000001,299.815,301.288,1
1,m,26,right,speeded,low,1,67,0.065,1,high,1,right,1,high,1,0.766999999999996,304.33,305.097,1
1,m,26,right,speeded,low,1,68,0.068,0,high,1,right,1,high,1,1.11900000000003,308.878,309.997,1
1,m,26,right,speeded,low,1,69,0.046,1,low,0,left,1,low,0,1.45299999999997,313.41,314.863,1
1,m,26,right,speeded,low,1,70,0.065,0,high,1,right,1,high,1,1.173,317.875,319.048,1
1,m,26,right,speeded,low,1,71,0.052,1,low,0,left,1,low,0,1.99299999999999,322.424,324.417,1
1,m,26,right,speeded,low,1,72,0.046,0,low,0,left,1,low,0,1.53399999999999,327.005,328.539,1
1,m,26,right,speeded,low,1,73,0.065,1,high,0,left,0,low,0,1.75200000000001,331.537,333.289,1
1,m,26,right,speeded,low,1,74,0.071,0,high,1,right,1,high,1,2.11600000000004,336.085,338.201,1
1,m,26,right,speeded,low,1,75,0.071,1,high,1,right,1,high,1,1.88899999999995,340.766,342.655,1
1,m,26,right,speeded,low,1,76,0.065,0,high,1,right,1,high,1,2.02300000000002,345.315,347.338,1
1,m,26,right,speeded,low,1,77,0.055,1,low,0,left,1,low,0,1.654,349.896,351.55,1
1,m,26,right,speeded,low,1,78,0.074,0,high,0,left,0,low,0,2.09399999999999,354.395,356.489,1
1,m,26,right,speeded,low,1,79,0.052,1,low,1,right,0,high,1,1.86099999999999,359.093,360.954,1
1,m,26,right,speeded,low,1,80,0.052,0,low,0,left,1,low,0,1.815,363.641,365.456,1
1,m,26,right,speeded,low,1,81,0.068,1,high,1,right,1,high,1,1.12799999999999,368.156,369.284,1
1,m,26,right,speeded,low,1,82,0.068,0,high,1,right,1,high,1,1.36900000000003,372.705,374.074,1
1,m,26,right,speeded,low,1,83,0.071,1,high,1,right,1,high,1,1.41399999999999,377.253,378.667,1
1,m,26,right,speeded,low,1,84,0.049,0,low,0,left,1,low,0,1.55399999999997,381.752,383.306,1
1,m,26,right,speeded,low,1,85,0.055,1,low,0,left,1,low,0,1.58199999999999,386.267,387.849,1
1,m,26,right,speeded,low,1,86,0.074,0,high,1,right,1,high,1,1.63100000000003,390.765,392.396,1
1,m,26,right,speeded,low,1,87,0.052,1,low,0,left,1,low,0,1.39800000000002,395.33,396.728,1
1,m,26,right,speeded,low,1,88,0.065,0,high,0,left,0,low,0,1.61699999999996,399.879,401.496,1
1,m,26,right,speeded,low,1,89,0.052,1,low,0,left,1,low,0,2.024,404.394,406.418,1
1,m,26,right,speeded,low,1,90,0.052,0,low,0,left,1,low,0,1.61099999999999,408.975,410.586,1
1,m,26,right,speeded,low,1,91,0.074,1,high,1,right,1,high,1,1.90199999999999,413.507,415.409,1
1,m,26,right,speeded,low,1,92,0.055,0,low,0,left,1,low,0,1.76800000000003,418.006,419.774,1
1,m,26,right,speeded,low,1,93,0.068,1,high,1,right,1,high,1,2.209,422.537,424.746,1
1,m,26,right,speeded,low,1,94,0.049,0,low,0,left,1,low,0,1.60900000000004,427.318,428.927,1
1,m,26,right,speeded,low,1,95,0.065,1,high,1,right,1,high,1,1.30599999999998,431.867,433.173,1
1,m,26,right,speeded,low,1,96,0.049,0,low,1,right,0,high,1,1.87199999999996,436.415,438.287,1
1,m,26,right,speeded,low,1,97,0.046,1,low,0,left,1,low,0,1.55399999999997,440.963,442.517,1
1,m,26,right,speeded,low,1,98,0.055,0,low,1,right,0,high,1,1.51799999999997,445.545,447.063,1
1,m,26,right,speeded,low,1,99,0.049,1,low,0,left,1,low,0,1.60899999999998,450.11,451.719,1
1,m,26,right,speeded,low,1,100,0.065,0,high,1,right,1,high,1,1.66899999999998,454.625,456.294,1
1,m,26,right,speeded,low,1,101,0.065,1,high,1,right,1,high,1,1.91399999999999,459.207,461.121,1
1,m,26,right,speeded,low,1,102,0.071,0,high,1,right,1,high,1,1.51400000000001,463.772,465.286,1
1,m,26,right,speeded,low,1,103,0.046,1,low,0,left,1,low,0,1.74299999999999,468.303,470.046,1
1,m,26,right,speeded,low,1,104,0.068,0,high,1,right,1,high,1,1.55900000000003,472.868,474.427,1
1,m,26,right,speeded,low,1,105,0.052,1,low,0,left,1,low,0,1.59399999999999,477.384,478.978,1
1,m,26,right,speeded,low,1,106,0.049,0,low,0,left,1,low,0,1.86899999999997,481.932,483.801,1
1,m,26,right,speeded,low,1,107,0.055,1,low,0,left,1,low,0,1.72999999999996,486.497,488.227,1
1,m,26,right,speeded,low,1,108,0.065,0,high,1,right,1,high,1,1.78100000000001,491.012,492.793,1
1,m,26,right,speeded,low,1,109,0.055,1,low,0,left,1,low,0,1.36700000000002,495.544,496.911,1
1,m,26,right,speeded,low,1,110,0.049,0,low,0,left,1,low,0,1.43299999999999,500.092,501.525,1
1,m,26,right,speeded,low,1,111,0.052,1,low,0,left,1,low,0,1.79399999999998,504.624,506.418,1
1,m,26,right,speeded,low,1,112,0.052,0,low,0,left,1,low,0,1.678,509.172,510.85,1
1,m,26,right,speeded,low,1,113,0.055,1,low,0,left,1,low,0,2.03699999999992,513.671,515.708,1
1,m,26,right,speeded,low,1,114,0.055,0,low,0,left,1,low,0,2.61900000000003,518.269,520.888,1
1,m,26,right,speeded,low,1,115,0.068,1,high,1,right,1,high,1,1.44999999999993,523.465,524.915,1
1,m,26,right,speeded,low,1,116,0.068,0,high,1,right,1,high,1,1.62799999999993,527.98,529.608,1
1,m,26,right,speeded,low,1,117,0.052,1,low,0,left,1,low,0,1.76100000000008,532.545,534.306,1
1,m,26,right,speeded,low,1,118,0.046,0,low,0,left,1,low,0,1.755,537.11,538.865,1
1,m,26,right,speeded,low,1,119,0.071,1,high,1,right,1,high,1,0.913999999999987,541.625,542.539,1
1,m,26,right,speeded,low,1,120,0.049,0,low,0,left,1,low,0,1.43200000000002,546.157,547.589,1
1,m,26,right,speeded,low,1,121,0.074,1,high,1,right,1,high,1,0.97300000000007,550.689,551.662,1
1,m,26,right,speeded,low,1,122,0.071,0,high,1,right,1,high,1,1.28599999999994,555.22,556.506,1
1,m,26,right,speeded,low,1,123,0.074,1,high,1,right,1,high,1,1.75400000000002,559.769,561.523,1
1,m,26,right,speeded,low,1,124,0.049,0,low,0,left,1,low,0,1.52800000000002,564.284,565.812,1
1,m,26,right,speeded,low,1,125,0.046,1,low,0,left,1,low,0,1.62899999999991,568.849,570.478,1
1,m,26,right,speeded,low,1,126,0.071,0,high,1,right,1,high,1,1.64599999999996,573.414,575.06,1
1,m,26,right,speeded,low,1,127,0.071,1,high,1,right,1,high,1,1.69399999999996,577.946,579.64,1
1,m,26,right,speeded,low,1,128,0.055,0,low,0,left,1,low,0,1.82900000000006,582.511,584.34,1
1,m,26,right,speeded,low,2,1,0.065,1,high,0,left,0,low,0,1.799,3.871,5.67,1
1,m,26,right,speeded,low,2,2,0.049,0,low,0,left,1,low,0,1.509,8.353,9.862,1
1,m,26,right,speeded,low,2,3,0.052,1,low,0,left,1,low,0,1.573,12.884,14.457,1
1,m,26,right,speeded,low,2,4,0.074,0,high,1,right,1,high,1,0.957999999999998,17.433,18.391,1
1,m,26,right,speeded,low,2,5,0.068,1,high,1,right,1,high,1,1.018,21.948,22.966,1
1,m,26,right,speeded,low,2,6,0.046,0,low,0,left,1,low,0,1.329,26.43,27.759,1
1,m,26,right,speeded,low,2,7,0.052,1,low,0,left,1,low,0,1.439,30.962,32.401,1
1,m,26,right,speeded,low,2,8,0.049,0,low,0,left,1,low,0,1.147,35.493,36.64,1
1,m,26,right,speeded,low,2,9,0.065,1,high,1,right,1,high,1,1.442,40.009,41.451,1
1,m,26,right,speeded,low,2,10,0.071,0,high,1,right,1,high,1,1.514,44.557,46.071,1
1,m,26,right,speeded,low,2,11,0.074,1,high,1,right,1,high,1,1.473,49.072,50.545,1
1,m,26,right,speeded,low,2,12,0.046,0,low,1,right,0,high,1,1.695,53.604,55.299,1
1,m,26,right,speeded,low,2,13,0.071,1,high,1,right,1,high,1,1.775,58.152,59.927,1
1,m,26,right,speeded,low,2,14,0.074,0,high,1,right,1,high,1,2.143,62.667,64.81,1
1,m,26,right,speeded,low,2,15,0.055,1,low,0,left,1,low,0,1.53099999999999,67.432,68.963,1
1,m,26,right,speeded,low,2,16,0.068,0,high,1,right,1,high,1,1.819,71.947,73.766,1
1,m,26,right,speeded,low,2,17,0.071,1,high,1,right,1,high,1,1.697,76.462,78.159,1
1,m,26,right,speeded,low,2,18,0.046,0,low,0,left,1,low,0,2.42399999999999,81.027,83.451,1
1,m,26,right,speeded,low,2,19,0.074,1,high,1,right,1,high,1,0.894000000000005,86.023,86.917,1
1,m,26,right,speeded,low,2,20,0.052,0,low,0,left,1,low,0,1.58000000000001,90.588,92.168,1
1,m,26,right,speeded,low,2,21,0.049,1,low,1,right,0,high,1,1.41800000000001,95.137,96.555,1
1,m,26,right,speeded,low,2,22,0.065,0,high,1,right,1,high,1,1.621,99.635,101.256,1
1,m,26,right,speeded,low,2,23,0.055,1,low,1,right,0,high,1,1.401,104.167,105.568,1
1,m,26,right,speeded,low,2,24,0.074,0,high,1,right,1,high,1,1.52800000000001,108.699,110.227,1
1,m,26,right,speeded,low,2,25,0.055,1,low,0,left,1,low,0,1.383,113.214,114.597,1
1,m,26,right,speeded,low,2,26,0.055,0,low,1,right,0,high,1,2.128,117.762,119.89,1
1,m,26,right,speeded,low,2,27,0.068,1,high,1,right,1,high,1,1.765,122.493,124.258,1
1,m,26,right,speeded,low,2,28,0.046,0,low,0,left,1,low,0,1.53700000000001,127.025,128.562,1
1,m,26,right,speeded,low,2,29,0.065,1,high,1,right,1,high,1,1.71900000000002,131.557,133.276,1
1,m,26,right,speeded,low,2,30,0.071,0,high,1,right,1,high,1,1.69799999999998,136.056,137.754,1
1,m,26,right,speeded,low,2,31,0.049,1,low,1,right,0,high,1,1.79499999999999,140.62,142.415,1
1,m,26,right,speeded,low,2,32,0.055,0,low,1,right,0,high,1,1.48700000000002,145.152,146.639,1
1,m,26,right,speeded,low,2,33,0.055,1,low,0,left,1,low,0,1.64700000000002,149.634,151.281,1
1,m,26,right,speeded,low,2,34,0.065,0,high,1,right,1,high,1,1.19999999999999,154.199,155.399,1
1,m,26,right,speeded,low,2,35,0.068,1,high,0,left,0,low,0,1.68899999999999,158.698,160.387,1
1,m,26,right,speeded,low,2,36,0.052,0,low,1,right,0,high,1,1.84799999999998,163.246,165.094,1
1,m,26,right,speeded,low,2,37,0.052,1,low,0,left,1,low,0,1.971,167.795,169.766,1
1,m,26,right,speeded,low,2,38,0.049,0,low,0,left,1,low,0,2.048,172.326,174.374,1
1,m,26,right,speeded,low,2,39,0.049,1,low,0,left,1,low,0,2.03800000000001,176.941,178.979,1
1,m,26,right,speeded,low,2,40,0.052,0,low,1,right,0,high,1,1.84900000000002,181.539,183.388,1
1,m,26,right,speeded,low,2,41,0.074,1,high,1,right,1,high,1,1.31900000000002,186.021,187.34,1
1,m,26,right,speeded,low,2,42,0.055,0,low,1,right,0,high,1,1.78800000000001,190.57,192.358,1
1,m,26,right,speeded,low,2,43,0.071,1,high,0,left,0,low,0,1.84899999999999,195.151,197,1
1,m,26,right,speeded,low,2,44,0.049,0,low,1,right,0,high,1,2.24699999999999,199.65,201.897,1
1,m,26,right,speeded,low,2,45,0.068,1,high,1,right,1,high,1,2.005,204.514,206.519,1
1,m,26,right,speeded,low,2,46,0.074,0,high,1,right,1,high,1,2.541,209.078,211.619,1
1,m,26,right,speeded,low,2,47,0.052,1,low,1,right,0,high,1,1.44399999999999,214.208,215.652,1
1,m,26,right,speeded,low,2,48,0.055,0,low,1,right,0,high,1,1.857,218.756,220.613,1
1,m,26,right,speeded,low,2,49,0.074,1,high,0,left,0,low,0,1.97799999999998,223.305,225.283,1
1,m,26,right,speeded,low,2,50,0.052,0,low,0,left,1,low,0,2.29400000000001,227.886,230.18,1
1,m,26,right,speeded,low,2,51,0.052,1,low,0,left,1,low,0,2.23499999999999,232.733,234.968,1
1,m,26,right,speeded,low,2,52,0.046,0,low,0,left,1,low,0,1.64399999999998,237.58,239.224,1
1,m,26,right,speeded,low,2,53,0.068,1,high,1,right,1,high,1,1.749,242.129,243.878,1
1,m,26,right,speeded,low,2,54,0.065,0,high,1,right,1,high,1,2.52799999999999,246.661,249.189,1
1,m,26,right,speeded,low,2,55,0.046,1,low,0,left,1,low,0,1.8840000000000101,251.79,253.674,1
1,m,26,right,speeded,low,2,56,0.055,0,low,0,left,1,low,0,2.07799999999997,256.322,258.4,1
1,m,26,right,speeded,low,2,57,0.049,1,low,0,left,1,low,0,1.72800000000001,261.003,262.731,1
1,m,26,right,speeded,low,2,58,0.071,0,high,1,right,1,high,1,2.21100000000001,265.501,267.712,1
1,m,26,right,speeded,low,2,59,0.065,1,high,0,left,0,low,0,1.66999999999996,270.249,271.919,1
1,m,26,right,speeded,low,2,60,0.049,0,low,0,left,1,low,0,1.79399999999998,274.748,276.542,1
1,m,26,right,speeded,low,2,61,0.065,1,high,1,right,1,high,1,1.565,279.263,280.828,1
1,m,26,right,speeded,low,2,62,0.068,0,high,1,right,1,high,1,1.58699999999999,283.745,285.332,1
1,m,26,right,speeded,low,2,63,0.049,1,low,1,right,0,high,1,1.96100000000001,288.293,290.254,1
1,m,26,right,speeded,low,2,64,0.065,0,high,0,left,0,low,0,1.93000000000001,292.858,294.788,1
1,m,26,right,speeded,low,2,65,0.074,1,high,1,right,1,high,1,2.19800000000004,297.373,299.571,1
1,m,26,right,speeded,low,2,66,0.065,0,high,1,right,1,high,1,1.91399999999999,302.154,304.068,1
1,m,26,right,speeded,low,2,67,0.049,1,low,0,left,1,low,0,1.82799999999997,306.653,308.481,1
1,m,26,right,speeded,low,2,68,0.052,0,low,1,right,0,high,1,1.86500000000001,311.218,313.083,1
1,m,26,right,speeded,low,2,69,0.074,1,high,1,right,1,high,1,2.226,315.749,317.975,1
1,m,26,right,speeded,low,2,70,0.049,0,low,1,right,0,high,1,1.94400000000002,320.513,322.457,1
1,m,26,right,speeded,low,2,71,0.046,1,low,0,left,1,low,0,1.74399999999997,325.062,326.806,1
1,m,26,right,speeded,low,2,72,0.055,0,low,1,right,0,high,1,1.79599999999999,329.61,331.406,1
1,m,26,right,speeded,low,2,73,0.074,1,high,1,right,1,high,1,1.71300000000002,334.092,335.805,1
1,m,26,right,speeded,low,2,74,0.046,0,low,0,left,1,low,0,1.87699999999995,338.641,340.518,1
1,m,26,right,speeded,low,2,75,0.052,1,low,1,right,0,high,1,1.82400000000001,343.139,344.963,1
1,m,26,right,speeded,low,2,76,0.074,0,high,1,right,1,high,1,1.745,347.688,349.433,1
1,m,26,right,speeded,low,2,77,0.071,1,high,0,left,0,low,0,1.97199999999998,352.219,354.191,1
1,m,26,right,speeded,low,2,78,0.074,0,high,1,right,1,high,1,2.13600000000002,356.768,358.904,1
1,m,26,right,speeded,low,2,79,0.068,1,high,0,left,0,low,0,2.34500000000003,361.532,363.877,1
1,m,26,right,speeded,low,2,80,0.049,0,low,0,left,1,low,0,1.83200000000005,366.429,368.261,1
1,m,26,right,speeded,low,2,81,0.049,1,low,0,left,1,low,0,1.87200000000001,370.977,372.849,1
1,m,26,right,speeded,low,2,82,0.049,0,low,1,right,0,high,1,1.60300000000001,375.542,377.145,1
1,m,26,right,speeded,low,2,83,0.065,1,high,0,left,0,low,0,1.53500000000003,380.024,381.559,1
1,m,26,right,speeded,low,2,84,0.068,0,high,1,right,1,high,1,1.35699999999997,384.572,385.929,1
1,m,26,right,speeded,low,2,85,0.049,1,low,0,left,1,low,0,1.46700000000004,389.104,390.571,1
1,m,26,right,speeded,low,2,86,0.074,0,high,1,right,1,high,1,1.52699999999999,393.619,395.146,1
1,m,26,right,speeded,low,2,87,0.046,1,low,0,left,1,low,0,1.25999999999999,398.151,399.411,1
1,m,26,right,speeded,low,2,88,0.068,0,high,1,right,1,high,1,1.416,402.716,404.132,1
1,m,26,right,speeded,low,2,89,0.052,1,low,0,left,1,low,0,1.90900000000005,407.215,409.124,1
1,m,26,right,speeded,low,2,90,0.055,0,low,0,left,1,low,0,1.39600000000002,411.763,413.159,1
1,m,26,right,speeded,low,2,91,0.046,1,low,0,left,1,low,0,1.53300000000002,416.311,417.844,1
1,m,26,right,speeded,low,2,92,0.052,0,low,0,left,1,low,0,1.93799999999999,420.827,422.765,1
1,m,26,right,speeded,low,2,93,0.071,1,high,1,right,1,high,1,2.43900000000002,425.342,427.781,1
1,m,26,right,speeded,low,2,94,0.068,0,high,1,right,1,high,1,1.66800000000001,430.372,432.04,1
1,m,26,right,speeded,low,2,95,0.065,1,high,0,left,0,low,0,1.68299999999999,434.92,436.603,1
1,m,26,right,speeded,low,2,96,0.065,0,high,1,right,1,high,1,1.51400000000001,439.452,440.966,1
1,m,26,right,speeded,low,2,97,0.068,1,high,0,left,0,low,0,2.25299999999999,443.983,446.236,1
1,m,26,right,speeded,low,2,98,0.071,0,high,1,right,1,high,1,2.00999999999999,448.831,450.841,1
1,m,26,right,speeded,low,2,99,0.046,1,low,0,left,1,low,0,1.65500000000003,453.412,455.067,1
1,m,26,right,speeded,low,2,100,0.065,0,high,1,right,1,high,1,2.38099999999997,457.944,460.325,1
1,m,26,right,speeded,low,2,101,0.046,1,low,0,left,1,low,0,1.91799999999995,462.874,464.792,1
1,m,26,right,speeded,low,2,102,0.068,0,high,0,left,0,low,0,2.32900000000001,467.389,469.718,1
1,m,26,right,speeded,low,2,103,0.046,1,low,0,left,1,low,0,2.02999999999997,472.319,474.349,1
1,m,26,right,speeded,low,2,104,0.046,0,low,0,left,1,low,0,1.83599999999996,476.951,478.787,1
1,m,26,right,speeded,low,2,105,0.065,1,high,1,right,1,high,1,1.685,481.483,483.168,1
1,m,26,right,speeded,low,2,106,0.071,0,high,1,right,1,high,1,2.81999999999999,486.031,488.851,1
1,m,26,right,speeded,low,2,107,0.052,1,low,0,left,1,low,0,1.84899999999999,491.426,493.275,1
1,m,26,right,speeded,low,2,108,0.052,0,low,1,right,0,high,1,1.34200000000004,495.991,497.333,1
1,m,26,right,speeded,low,2,109,0.055,1,low,1,right,0,high,1,1.92900000000003,500.573,502.502,1
1,m,26,right,speeded,low,2,110,0.071,0,high,1,right,1,high,1,1.60599999999999,505.104,506.71,1
1,m,26,right,speeded,low,2,111,0.055,1,low,1,right,0,high,1,1.58699999999999,509.653,511.24,1
1,m,26,right,speeded,low,2,112,0.046,0,low,0,left,1,low,0,1.63900000000001,514.201,515.84,1
1,m,26,right,speeded,low,2,113,0.071,1,high,1,right,1,high,1,1.42100000000005,518.733,520.154,1
1,m,26,right,speeded,low,2,114,0.071,0,high,1,right,1,high,1,1.56600000000003,523.281,524.847,1
1,m,26,right,speeded,low,2,115,0.046,1,low,0,left,1,low,0,2.22800000000007,527.813,530.041,1
1,m,26,right,speeded,low,2,116,0.074,0,high,0,left,0,low,0,1.649,532.627,534.276,1
1,m,26,right,speeded,low,2,117,0.068,1,high,1,right,1,high,1,1.69099999999992,537.142,538.833,1
1,m,26,right,speeded,low,2,118,0.068,0,high,1,right,1,high,1,1.87599999999998,541.657,543.533,1
1,m,26,right,speeded,low,2,119,0.071,1,high,1,right,1,high,1,1.846,546.172,548.018,1
1,m,26,right,speeded,low,2,120,0.052,0,low,0,left,1,low,0,1.52500000000009,550.704,552.229,1
1,m,26,right,speeded,low,2,121,0.055,1,low,1,right,0,high,1,1.63999999999999,555.203,556.843,1
1,m,26,right,speeded,low,2,122,0.071,0,high,1,right,1,high,1,1.57100000000003,559.735,561.306,1
1,m,26,right,speeded,low,2,123,0.071,1,high,1,right,1,high,1,1.63300000000004,564.216,565.849,1
1,m,26,right,speeded,low,2,124,0.068,0,high,0,left,0,low,0,1.61399999999992,568.715,570.329,1
1,m,26,right,speeded,low,2,125,0.074,1,high,1,right,1,high,1,1.84699999999998,573.28,575.127,1
1,m,26,right,speeded,low,2,126,0.055,0,low,1,right,0,high,1,2.07299999999998,577.812,579.885,1
1,m,26,right,speeded,low,2,127,0.055,1,low,0,left,1,low,0,2.00999999999999,582.443,584.453,1
1,m,26,right,speeded,low,2,128,0.065,0,high,1,right,1,high,1,1.56699999999989,587.041,588.608,1
1,m,26,right,speeded,low,3,1,0.049,1,low,0,left,1,low,0,2.474,4.079,6.553,1
1,m,26,right,speeded,low,3,2,0.071,0,high,0,left,0,low,0,1.677,9.142,10.819,1
1,m,26,right,speeded,low,3,3,0.074,1,high,1,right,1,high,1,2.142,13.707,15.849,1
1,m,26,right,speeded,low,3,4,0.046,0,low,0,left,1,low,0,2.128,18.438,20.566,1
1,m,26,right,speeded,low,3,5,0.065,1,high,1,right,1,high,1,1.402,23.135,24.537,1
1,m,26,right,speeded,low,3,6,0.055,0,low,0,left,1,low,0,1.527,27.65,29.177,1
1,m,26,right,speeded,low,3,7,0.071,1,high,1,right,1,high,1,1.749,32.132,33.881,1
